racer_id,jyo_cd,form_venue_win_5,form_venue_top2_5
2011,12,0.0,0.0
2011,13,0.25,0.25
2011,14,0.2,0.2
2011,15,0.0,0.4
2011,16,0.0,0.4
2011,17,0.0,0.0
2011,18,0.4,0.6
2011,19,0.6666666666666666,1.0
2011,20,0.4,0.4
2011,21,0.25,0.25
2011,22,0.3333333333333333,0.3333333333333333
2011,23,0.25,0.25
2011,24,0.0,0.6
2012,01,0.2,0.4
2012,02,0.4,0.8
2012,03,0.4,0.8
2012,04,0.0,0.0
2012,05,0.0,0.0
2012,06,0.0,0.0
2012,07,0.0,0.0
2012,08,0.0,0.6666666666666666
2012,09,0.5,0.5
2012,10,0.2,0.4
2012,11,0.25,0.5
2012,12,0.2,0.4
2012,13,0.0,0.2
2012,14,0.2,0.2
2012,15,0.0,0.0
2012,16,0.2,0.2
2012,17,0.25,0.25
2012,18,0.0,0.25
2012,19,0.3333333333333333,0.6666666666666666
2012,20,0.2,0.2
2012,21,0.25,0.5
2012,22,0.0,0.4
2012,23,0.25,0.25
2012,24,0.5,0.5
2013,01,0.0,0.0
2013,02,0.25,0.25
2013,03,0.0,0.0
2013,04,0.6,0.6
2013,05,0.0,0.75
2013,06,0.2,0.6
2013,07,0.0,0.0
2013,08,0.2,0.6
2013,09,0.0,0.4
2013,10,0.0,0.2
2013,11,0.3333333333333333,0.3333333333333333
2013,12,0.4,0.4
2013,13,0.4,0.4
2013,14,0.6,0.6
2013,15,0.0,0.2
2013,16,0.0,0.6
2013,17,0.5,0.5
2013,19,0.0,0.0
2013,20,0.6,0.6
2013,21,0.25,0.25
2013,22,0.0,0.0
2013,23,0.2,0.2
2013,24,0.0,0.6
2014,01,0.25,0.5
2014,02,0.0,0.2
2014,03,0.0,0.2
2014,04,0.2,0.4
2014,05,0.2,0.6
2014,06,0.0,0.0
2014,07,0.0,0.25
2014,08,0.0,0.0
2014,09,0.6,0.6
2014,10,0.4,0.4
2014,11,0.0,0.0
2014,12,0.0,0.4
2014,13,0.2,0.2
2014,14,0.0,0.2
2014,15,0.4,0.6
2014,16,0.3333333333333333,0.3333333333333333
2014,17,0.4,0.4
2014,18,0.2,0.4
2014,19,0.3333333333333333,0.6666666666666666
2014,20,0.2,0.4
2014,21,0.0,0.3333333333333333
2014,22,0.0,0.0
2014,23,0.2,0.4
2014,24,0.5,0.5
2015,01,0.4,0.4
2015,02,0.0,0.4
2015,03,0.0,0.0
2015,04,0.4,0.4
2015,05,0.0,0.0
2015,06,0.2,0.4
2015,07,0.3333333333333333,0.3333333333333333
2015,08,0.25,0.5
2015,09,0.2,0.2
2015,10,0.0,0.0
2015,11,0.0,0.2
2015,12,0.4,0.4
2015,13,0.2,0.4
2015,14,0.2,0.4
2015,15,0.0,0.2
2015,16,0.2,0.2
2015,17,0.3333333333333333,0.6666666666666666
2015,18,0.4,0.4
2015,19,0.4,0.4
2015,20,0.4,0.6
2015,21,0.2,0.4
2015,22,0.2,0.2
2015,23,0.2,0.6
2015,24,0.0,0.2
2016,01,0.2,0.4
2016,02,0.25,1.0
2016,03,0.0,0.0
2016,04,0.25,0.25
2016,05,0.0,0.4
2016,06,0.0,0.2
2016,07,0.4,0.6
2016,08,0.2,0.4
2016,09,0.2,0.2
2016,10,0.0,0.4
2016,11,0.2,0.6
2016,12,0.8,0.8
2016,13,0.2,0.2
2016,14,0.0,0.5
2016,15,0.0,0.2
2016,16,0.2,0.2
2016,17,0.6,0.6
2016,18,0.0,0.2
2016,19,0.0,0.0
2016,20,0.2,0.8
2016,21,0.2,0.4
2016,22,0.0,0.25
2016,23,0.2,0.2
2016,24,0.2,0.2
2017,01,0.4,0.6
2017,02,0.4,0.4
2017,03,0.0,0.0
2017,04,0.0,0.4
2017,05,0.0,0.25
2017,06,0.6,0.6
2017,07,0.0,0.3333333333333333
2017,08,0.2,0.2
2017,09,0.0,0.0
2017,10,0.2,0.4
2017,11,0.0,0.0
2017,12,0.6,0.8
2017,13,0.0,0.3333333333333333
2017,14,0.0,0.0
2017,15,0.2,0.2
2017,16,0.0,0.0
2017,17,0.0,0.25
2017,18,0.5,0.5
2017,19,0.2,0.2
2017,20,0.25,0.5
2017,21,0.0,0.0
2017,22,0.0,0.0
2017,23,0.0,0.2
2017,24,0.25,0.25
2018,01,0.2,0.2
2018,02,0.2,0.2
2018,03,0.2,0.2
2018,04,0.5,1.0
2018,05,0.4,0.4
2018,06,0.2,0.4
2018,07,0.0,0.6
2018,08,0.0,0.2
2018,09,0.4,0.6
2018,10,0.2,0.2
2018,11,0.0,0.6
2018,12,0.0,0.0
2018,13,0.0,0.0
2018,14,0.4,0.4
2018,15,0.25,0.25
2018,16,0.5,1.0
2018,17,0.2,0.4
2018,18,0.0,0.2
2018,19,0.0,0.3333333333333333
2018,20,0.2,0.2
2018,21,0.2,0.2
2018,22,0.0,0.4
2018,23,0.0,0.25
2018,24,0.0,0.4
2019,01,0.0,0.0
2019,02,0.2,0.2
2019,03,0.2,0.2
2019,04,0.2,0.2
2019,05,0.0,0.5
2019,06,0.0,0.3333333333333333
2019,07,0.2,0.2
2019,08,0.2,0.4
2019,09,0.2,0.4
2019,10,0.2,0.2
2019,11,0.0,0.0
2019,12,0.4,0.6
2019,13,0.0,0.2
2019,14,0.0,0.0
2019,15,0.0,0.2
2019,16,0.2,0.2
2019,17,0.0,0.6666666666666666
2019,18,0.0,0.0
2019,19,0.2,0.4
2019,20,0.2,0.4
2019,21,0.3333333333333333,0.3333333333333333
2019,22,0.0,0.2
2019,23,0.4,0.6
2019,24,0.2,0.6
2020,01,0.2,0.4
2020,02,0.2,0.4
2020,03,0.2,0.6
2020,04,0.2,0.2
2020,05,0.2,0.2
2020,06,0.5,0.5
2020,07,0.4,0.4
2020,08,0.2,0.4
2020,09,0.2,0.4
2020,10,0.2,0.4
2020,11,0.0,0.3333333333333333
2020,12,0.6,0.6
2020,13,0.0,0.0
2020,14,0.25,0.25
2020,15,0.2,0.4
2020,16,0.2,0.2
2020,17,0.4,0.4
2020,18,0.25,0.25
2020,19,0.25,0.5
2020,20,0.0,0.2
2020,21,0.4,0.8
2020,22,0.0,0.0
2020,23,0.0,0.25
2020,24,0.0,0.6
2021,01,0.25,0.25
2021,02,0.0,0.2
2021,03,0.2,0.6
2021,04,0.2,0.6
2021,05,0.2,0.4
2021,06,0.2,0.4
2021,07,0.2,0.4
2021,08,0.0,0.4
2021,09,0.2,0.2
2021,10,0.0,0.2
2021,11,0.0,0.0
2021,12,0.0,0.0
2021,13,0.4,0.6
2021,14,0.2,0.6
2021,15,0.0,0.5
2021,16,0.0,0.4
2021,17,1.0,1.0
2021,18,0.2,0.2
2021,19,0.2,0.4
2021,20,0.25,0.5
2021,21,0.2,0.4
2021,22,0.0,0.5
2021,23,0.0,0.0
2021,24,0.4,0.4
2022,01,0.0,0.2
2022,02,0.2,0.2
2022,03,0.2,0.4
2022,04,0.6,0.6
2022,05,0.0,0.0
2022,06,0.4,0.4
2022,07,0.0,0.2
2022,08,0.2,0.4
2022,09,0.25,0.5
2022,10,0.4,0.6
2022,11,0.5,0.5
2022,12,0.2,0.4
2022,13,0.3333333333333333,0.3333333333333333
2022,14,0.75,0.75
2022,15,0.0,0.3333333333333333
2022,16,0.0,0.6666666666666666
2022,17,0.0,0.2
2022,18,0.2,0.2
2022,19,0.0,0.2
2022,20,0.2,0.4
2022,21,0.0,0.2
2022,22,0.2,0.4
2022,23,0.4,0.6
2022,24,0.2,0.2
2023,01,0.6666666666666666,1.0
2023,02,0.0,0.0
2023,03,0.0,0.0
2023,04,0.2,0.4
2023,05,0.0,0.2
2023,06,0.4,0.6
2023,07,0.0,0.4
2023,08,0.0,0.2
2023,09,0.0,0.0
2023,10,0.6,0.6
2023,11,0.2,0.4
2023,12,0.4,0.4
2023,13,0.0,0.0
2023,14,0.4,0.4
2023,15,0.2,0.4
2023,16,0.2,0.2
2023,17,0.25,0.25
2023,18,0.2,0.4
2023,19,0.75,0.75
2023,20,0.0,0.0
2023,21,0.0,0.0
2023,22,0.2,0.2
2023,23,0.4,0.4
2023,24,0.0,0.2
2024,01,0.6,1.0
2024,02,0.2,0.2
2024,03,0.4,0.4
2024,04,0.0,0.0
2024,05,0.2,0.4
2024,06,0.2,0.6
2024,07,0.2,0.4
2024,08,0.4,0.4
2024,09,0.2,0.4
2024,10,0.0,0.25
2024,11,0.2,0.4
2024,12,0.4,0.6
2024,13,0.2,0.4
2024,14,0.0,0.2
2024,15,0.2,0.2
2024,16,0.2,0.4
2024,17,0.3333333333333333,0.6666666666666666
2024,18,0.2,0.2
2024,19,0.0,0.0
2024,20,0.0,0.2
2024,21,0.0,0.2
2024,22,0.0,0.0
2024,23,0.25,0.25
2024,24,0.4,0.8
2025,01,0.4,0.4
2025,02,0.4,0.6
2025,03,0.2,0.4
2025,04,0.2,0.4
2025,05,0.0,0.0
2025,06,0.3333333333333333,0.6666666666666666
2025,07,0.0,0.0
2025,08,0.25,0.25
2025,09,0.2,0.2
2025,10,0.2,0.4
2025,11,0.5,1.0
2025,12,0.5,0.5
2025,13,0.0,1.0
2025,14,0.0,0.0
2025,15,0.6,1.0
2025,16,0.3333333333333333,0.6666666666666666
2025,17,0.0,0.0
2025,18,0.0,0.2
2025,19,0.6666666666666666,0.6666666666666666
2025,20,0.2,0.2
2025,21,0.3333333333333333,0.6666666666666666
2025,22,0.0,0.0
2025,23,0.2,0.2
2025,24,0.0,0.0
2026,01,0.0,0.25
2026,02,0.2,0.6
2026,03,0.2,0.2
2026,04,0.25,0.25
2026,05,0.5,0.5
2026,06,0.0,0.2
2026,07,0.2,0.4
2026,08,0.2,0.6
2026,09,0.3333333333333333,0.3333333333333333
2026,10,0.3333333333333333,0.6666666666666666
2026,11,0.0,0.2
2026,12,0.0,0.0
2026,13,0.3333333333333333,0.6666666666666666
2026,14,0.0,0.4
2026,15,0.0,0.4
2026,16,0.4,0.4
2026,17,0.2,0.6
2026,18,0.0,0.0
2026,19,0.25,0.25
2026,20,0.0,0.2
2026,21,0.25,0.5
2026,22,0.0,0.0
2026,23,0.0,0.4
2026,24,0.2,0.2
2027,01,0.2,0.4
2027,02,0.25,0.5
2027,03,0.4,0.6
2027,04,0.2,0.2
2027,05,0.2,0.4
2027,06,0.0,0.5
2027,07,0.2,0.4
2027,08,0.0,0.0
2027,09,0.6,0.6
2027,10,0.0,0.4
2027,11,0.0,0.2
2027,12,0.2,0.2
2027,13,0.0,0.4
2027,14,0.2,0.4
2027,15,0.2,0.4
2027,16,0.5,1.0
2027,17,0.0,0.0
2027,18,0.25,0.25
2027,19,0.2,0.6
2027,20,0.2,0.4
2027,21,0.0,0.25
2027,22,0.2,0.4
2027,23,0.25,0.25
2027,24,0.0,0.0
2028,01,0.2,0.4
2028,02,0.0,0.4
2028,03,0.0,0.3333333333333333
2028,04,0.2,0.2
2028,05,0.4,0.4
2028,06,0.5,0.5
2028,07,0.3333333333333333,0.6666666666666666
2028,08,0.0,0.2
2028,09,0.0,0.0
2028,10,0.0,0.4
2028,11,0.0,0.0
2028,12,0.0,0.0
2028,13,0.0,0.0
2028,14,0.0,0.0
2028,15,0.0,0.25
2028,16,0.0,0.2
2028,17,0.4,0.4
2028,18,0.75,0.75
2028,19,0.2,0.2
2028,20,0.0,0.0
2028,21,0.2,0.4
2028,22,0.0,0.3333333333333333
2028,23,0.0,0.0
2028,24,0.2,0.2
2029,01,0.2,0.2
2029,02,0.0,0.2
2029,03,0.4,0.4
2029,04,0.4,0.4
2029,05,0.2,0.2
2029,06,0.2,0.2
2029,07,0.2,0.4
2029,08,0.25,0.5
2029,09,0.0,0.5
2029,10,0.2,0.6
2029,11,0.0,0.25
2029,12,0.0,0.0
2029,13,0.0,0.0
2029,14,0.2,0.2
2029,15,0.0,1.0
2029,16,0.0,0.0
2029,17,0.4,0.6
2029,18,0.2,0.2
2029,19,0.6,0.8
2029,20,0.4,0.4
2029,21,0.4,0.6
2029,22,0.2,0.4
2029,23,0.0,0.2
2029,24,0.25,0.75
2030,01,0.4,0.6
2030,02,0.4,0.6
2030,03,0.2,0.2
2030,04,0.25,0.25
2030,05,0.0,0.0
2030,06,0.0,0.0
2030,07,0.2,0.4
2030,08,0.2,0.2
2030,09,0.4,0.8
2030,10,0.0,0.4
2030,11,0.0,0.2
2030,12,0.25,0.25
2030,13,0.0,0.4
2030,14,0.2,0.6
2030,15,0.0,0.2
2030,16,0.2,0.2
2030,17,0.2,0.2
2030,18,0.0,0.5
2030,19,0.4,0.4
2030,20,0.0,0.2
2030,21,0.6,0.8
2030,22,0.0,0.4
2030,23,0.75,0.75
2030,24,0.0,0.0
2031,01,0.0,0.0
2031,02,0.0,0.0
2031,03,0.4,0.6
2031,04,0.2,0.6
2031,05,0.5,0.5
2031,06,0.5,0.5
2031,07,0.2,0.2
2031,08,0.4,0.4
2031,09,0.0,0.25
2031,10,0.25,0.25
2031,11,0.0,0.0
2031,13,0.4,0.4
2031,14,0.2,0.2
2031,15,0.0,0.0
2031,16,0.0,0.5
2031,17,0.2,0.4
2031,18,0.0,0.0
2031,19,0.2,0.6
2031,20,0.4,0.6
2031,21,0.2,0.2
2031,22,0.0,0.3333333333333333
2031,23,0.0,0.0
2031,24,0.2,0.2
2032,01,0.2,0.2
2032,02,0.2,0.4
2032,03,0.2,0.4
2032,04,0.4,0.6
2032,05,0.2,0.2
2032,06,0.3333333333333333,0.3333333333333333
2032,07,0.2,0.4
2032,08,0.0,0.25
2032,09,0.2,0.2
2032,10,0.0,0.2
2032,11,0.2,0.2
2032,12,0.0,0.4
2032,13,0.0,0.0
2032,14,0.6,0.6
2032,15,0.2,0.2
2032,16,0.3333333333333333,0.3333333333333333
2032,17,0.4,0.6
2032,18,0.3333333333333333,0.3333333333333333
2032,19,0.0,0.2
2032,20,0.0,0.4
2032,21,0.0,0.0
2032,22,0.0,0.2
2032,23,0.25,0.25
2032,24,0.0,0.0
2033,01,0.0,0.4
2033,02,0.0,0.0
2033,03,0.2,0.4
2033,04,0.2,0.4
2033,05,0.2,0.6
2033,06,0.0,0.0
2033,07,0.4,0.4
2033,08,0.0,0.0
2033,09,0.3333333333333333,0.6666666666666666
2033,10,0.0,0.2
2033,11,0.0,0.2
2033,12,0.3333333333333333,0.3333333333333333
2033,13,0.0,0.2
2033,14,0.0,0.0
2033,15,0.4,0.4
2033,16,0.0,0.0
2033,17,0.2,0.2
2033,18,0.6,0.8
2033,19,0.0,0.4
2033,20,0.0,0.2
2033,21,0.2,0.2
2033,22,0.2,0.6
2033,23,0.0,0.6
2033,24,0.2,0.6
2034,01,0.3333333333333333,0.3333333333333333
2034,02,0.2,0.4
2034,03,0.0,0.5
2034,04,1.0,1.0
2034,05,0.4,0.6
2034,06,0.25,0.5
2034,07,0.3333333333333333,0.3333333333333333
2034,08,0.0,0.2
2034,09,0.0,0.0
2034,10,0.0,0.2
2034,11,0.2,0.4
2034,12,0.2,0.4
2034,13,0.4,0.8
2034,14,0.0,0.2
2034,15,0.0,0.2
2034,16,0.0,0.0
2034,17,0.2,0.4
2034,18,0.2,0.6
2034,19,0.2,0.2
2034,20,0.2,0.4
2034,21,0.0,0.2
2034,22,1.0,1.0
2034,23,0.0,0.6
2034,24,0.5,0.75
2035,01,0.0,0.0
2035,02,0.0,0.6666666666666666
2035,03,0.2,0.6
2035,04,0.6,0.6
2035,05,0.5,0.5
2035,06,0.25,0.25
2035,07,0.0,0.2
2035,08,0.4,0.6
2035,09,0.4,0.4
2035,10,0.2,0.4
2035,11,0.5,0.5
2035,12,0.0,0.75
2035,13,0.2,0.2
2035,14,0.6,0.6
2035,15,0.5,1.0
2035,16,0.0,0.4
2035,17,0.2,0.4
2035,18,0.2,0.2
2035,19,0.2,0.2
2035,20,0.2,0.6
2035,21,0.4,0.6
2035,22,0.3333333333333333,0.6666666666666666
2035,23,0.0,0.0
2035,24,0.25,0.25
2036,01,0.2,0.4
2036,02,0.6,0.6
2036,03,0.2,0.2
2036,04,0.3333333333333333,0.3333333333333333
2036,05,0.2,0.2
2036,06,0.6,0.8
2036,07,0.4,0.6
2036,08,0.2,0.2
2036,09,0.0,0.2
2036,10,0.0,0.4
2036,11,0.4,0.8
2036,12,0.4,0.6
2036,13,0.2,0.4
2036,14,0.2,0.4
2036,15,0.0,0.3333333333333333
2036,16,0.0,0.0
2036,17,0.4,0.6
2036,18,0.2,0.4
2036,19,0.0,0.0
2036,20,0.5,0.5
2036,21,0.25,0.25
2036,22,0.2,0.2
2036,23,0.2,0.6
2036,24,0.3333333333333333,0.3333333333333333
2037,01,0.6666666666666666,0.6666666666666666
2037,02,0.2,0.2
2037,03,0.0,0.25
2037,04,0.0,0.0
2037,05,0.0,0.2
2037,06,0.2,0.6
2037,07,0.0,0.0
2037,08,0.2,0.2
2037,09,0.0,0.0
2037,10,0.2,0.2
2037,11,0.0,0.0
2037,12,0.0,0.3333333333333333
2037,13,0.5,0.5
2037,14,0.0,0.2
2037,15,0.0,0.0
2037,16,0.25,0.25
2037,17,0.0,0.2
2037,18,0.25,0.5
2037,19,0.0,0.2
2037,20,0.2,0.2
2037,21,0.0,0.0
2037,22,0.0,0.0
2037,23,0.5,0.5
2037,24,0.6,0.8
2038,01,0.0,0.2
2038,02,0.6666666666666666,0.6666666666666666
2038,03,0.0,0.4
2038,04,0.2,0.2
2038,05,0.0,0.0
2038,06,0.0,0.3333333333333333
2038,07,0.2,0.4
2038,08,0.2,0.2
2038,09,0.0,0.0
2038,10,0.0,0.0
2038,11,0.0,0.3333333333333333
2038,12,0.0,0.25
2038,13,0.0,0.4
2038,14,0.2,0.2
2038,15,0.0,0.2
2038,16,0.0,0.2
2038,17,0.2,0.2
2038,18,0.4,0.6
2038,19,0.4,0.6
2038,20,0.0,0.0
2038,21,0.0,1.0
2038,22,0.2,0.4
2038,23,0.0,0.0
2038,24,0.0,0.2
2039,01,0.4,0.6
2039,02,0.2,0.6
2039,03,0.4,0.4
2039,04,0.5,1.0
2039,05,0.0,0.0
2039,06,0.0,0.0
2039,07,0.0,0.2
2039,08,0.0,0.0
2039,09,0.2,0.6
2039,10,0.2,0.8
2039,11,0.0,0.4
2039,12,0.4,0.4
2039,13,0.3333333333333333,0.3333333333333333
2039,14,0.25,0.5
2039,15,0.2,0.2
2039,16,0.25,0.75
2039,17,0.2,0.4
2039,18,0.2,0.4
2039,19,0.2,0.2
2039,20,0.2,0.8
2039,21,0.6,0.6
2039,22,0.0,0.0
2039,23,0.0,0.0
2039,24,0.2,0.4
2040,01,0.0,0.0
2040,02,0.0,0.0
2040,03,0.2,0.4
2040,04,0.0,0.2
2040,05,0.0,0.0
2040,06,0.0,0.0
2040,07,0.6,0.6
2040,08,0.0,0.3333333333333333
2040,09,0.0,0.2
2040,10,0.3333333333333333,0.6666666666666666
2040,11,0.0,0.0
2040,12,0.0,0.0
2040,13,0.2,0.4
2040,14,0.5,0.5
2040,15,0.0,0.5
2040,16,0.2,0.2
2040,17,0.2,0.8
2040,18,0.2,0.2
2040,19,1.0,1.0
2040,20,0.25,0.25
2040,21,0.0,0.0
2040,22,0.2,0.4
2040,23,0.6,0.6
2040,24,0.2,0.4
2041,01,0.0,0.5
2041,02,0.0,0.4
2041,03,0.2,0.2
2041,04,0.0,0.2
2041,05,0.4,0.4
2041,06,0.2,0.2
2041,07,0.25,0.25
2041,08,0.4,0.4
2041,09,0.3333333333333333,0.3333333333333333
2041,10,0.0,0.0
2041,11,0.2,0.4
2041,12,0.0,0.0
2041,13,0.2,0.2
2041,14,0.2,0.4
2041,15,0.25,0.5
2041,16,0.4,0.4
2041,17,0.0,0.3333333333333333
2041,18,0.4,0.4
2041,19,0.0,0.0
2041,20,0.25,0.5
2041,21,0.25,0.5
2041,22,0.0,0.3333333333333333
2041,23,0.3333333333333333,0.3333333333333333
2041,24,0.0,0.4
2042,01,0.0,0.6
2042,02,0.2,0.2
2042,03,0.0,0.2
2042,04,0.25,0.5
2042,05,0.2,0.4
2042,06,0.0,0.4
2042,07,0.25,0.5
2042,08,0.0,0.4
2042,09,0.0,0.2
2042,10,0.2,0.6
2042,11,0.3333333333333333,0.3333333333333333
2042,12,0.3333333333333333,0.3333333333333333
2042,13,0.0,0.0
2042,14,0.2,0.4
2042,15,0.2,0.2
2042,16,0.0,0.0
2042,17,0.25,0.75
