racer_id,form_win_3,form_top2_3,form_avg_rank_3,form_avg_st_3,form_win_5,form_top2_5,form_avg_rank_5,form_avg_st_5,form_win_10,form_top2_10,form_avg_rank_10,form_avg_st_10,form_trend_win,form_trend_rank,form_win_streak,form_no_win_streak
2012,0.0,0.0,4.666666666666667,0.18000000000000002,0.0,0.0,4.0,0.186,0.2,0.3,3.0,0.15799999999999997,-0.16666666666666666,1.666666666666667,0,5
2013,0.6666666666666666,0.6666666666666666,2.0,0.11666666666666668,0.4,0.4,3.0,0.12200000000000003,0.5,0.5,2.7,0.135,0.13333333333333336,-0.7000000000000002,2,0
2014,0.0,0.3333333333333333,2.6666666666666665,0.15,0.2,0.4,2.8,0.146,0.2,0.3,3.1,0.16199999999999998,0.06666666666666668,-0.43333333333333357,0,3
2015,0.3333333333333333,0.3333333333333333,4.0,0.14333333333333334,0.4,0.4,3.8,0.13799999999999998,0.2,0.2,4.1,0.14600000000000002,0.2666666666666667,-0.09999999999999964,0,2
2016,0.3333333333333333,0.3333333333333333,3.0,0.15333333333333332,0.2,0.4,3.0,0.16199999999999998,0.1,0.3,3.6,0.145,0.033333333333333354,-0.6000000000000001,1,0
2017,0.0,0.6666666666666666,2.3333333333333335,0.19333333333333333,0.0,0.4,3.6,0.178,0.2,0.4,3.2,0.16999999999999998,-0.26666666666666666,-0.8666666666666667,0,5
2018,0.0,0.3333333333333333,2.6666666666666665,0.16333333333333333,0.0,0.4,2.8,0.15599999999999997,0.2,0.4,2.9,0.173,-0.16666666666666666,-0.2333333333333334,0,5
2019,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.19000000000000003,0.4,0.4,2.4,0.17400000000000002,0.3,0.3,3.0,0.153,0.2666666666666667,-0.6666666666666665,0,2
2020,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.13,0.4,0.6,3.0,0.132,0.2,0.4,3.4,0.14600000000000005,0.16666666666666669,-0.7333333333333334,1,0
2021,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.15666666666666668,0.4,0.6,2.6,0.158,0.2,0.6,2.6,0.15799999999999997,0.2,-0.9333333333333333,0,1
2022,0.0,0.3333333333333333,4.333333333333333,0.13,0.2,0.4,4.0,0.124,0.2,0.4,3.8,0.139,0.033333333333333354,0.5333333333333332,0,3
2023,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.16666666666666666,0.4,0.4,3.2,0.164,0.2,0.2,4.0,0.167,0.30000000000000004,-1.6666666666666665,2,0
2024,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.17333333333333334,0.2,0.4,3.0,0.164,0.2,0.5,2.8,0.15999999999999998,0.1,0.5333333333333337,0,1
2025,0.6666666666666666,0.6666666666666666,2.0,0.14333333333333334,0.6,0.6,2.2,0.138,0.3,0.5,3.1,0.13599999999999998,0.3333333333333333,-1.1,2,0
2026,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.18333333333333335,0.4,0.4,3.2,0.15599999999999997,0.3,0.6,2.6,0.14500000000000002,0.2,0.7333333333333334,0,1
2027,0.3333333333333333,0.3333333333333333,4.333333333333333,0.18333333333333335,0.2,0.2,4.4,0.16799999999999998,0.2,0.2,3.6,0.16099999999999998,0.033333333333333354,0.733333333333333,0,1
2028,0.0,0.0,4.333333333333333,0.15000000000000002,0.0,0.0,5.0,0.15000000000000002,0.2,0.2,4.2,0.15999999999999998,-0.2,0.13333333333333286,0,5
2029,0.0,0.0,4.333333333333333,0.17666666666666667,0.0,0.2,4.2,0.164,0.1,0.2,3.8,0.15899999999999997,-0.2,0.5333333333333332,0,7
2030,0.0,0.0,3.3333333333333335,0.18333333333333335,0.2,0.2,3.4,0.16999999999999998,0.3,0.3,2.9,0.16099999999999998,0.06666666666666668,0.43333333333333357,0,3
2031,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.1466666666666667,0.4,0.4,3.0,0.14400000000000002,0.3,0.4,3.0,0.13899999999999996,0.10000000000000003,-0.3333333333333335,2,0
2032,0.3333333333333333,0.3333333333333333,3.0,0.15333333333333332,0.2,0.2,3.8,0.15799999999999997,0.1,0.3,3.3,0.14,0.0,-0.2999999999999998,0,1
2033,0.0,0.0,5.333333333333333,0.22333333333333336,0.0,0.2,4.8,0.186,0.2,0.4,4.0,0.172,-0.13333333333333333,1.333333333333333,0,7
2034,0.3333333333333333,0.3333333333333333,3.6666666666666665,0.14333333333333334,0.2,0.2,4.2,0.134,0.3,0.3,3.5,0.12600000000000003,-0.033333333333333326,0.16666666666666652,0,2
2035,0.0,0.0,5.666666666666667,0.18000000000000002,0.0,0.0,5.2,0.166,0.1,0.2,4.1,0.156,-0.3,1.5666666666666673,0,7
2036,0.0,0.3333333333333333,2.6666666666666665,0.13999999999999999,0.2,0.6,2.2,0.13199999999999998,0.2,0.5,2.5,0.144,0.033333333333333354,0.16666666666666652,0,3
2037,0.0,0.6666666666666666,2.3333333333333335,0.17666666666666667,0.2,0.6,2.6,0.14800000000000002,0.1,0.3,3.5,0.149,0.06666666666666668,-1.1666666666666665,0,4
2038,0.0,0.0,5.666666666666667,0.19333333333333333,0.2,0.2,4.8,0.16599999999999998,0.1,0.3,4.1,0.144,0.0,1.5666666666666673,0,3
2039,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.16666666666666666,0.2,0.2,4.2,0.16200000000000003,0.3,0.3,4.0,0.16199999999999998,0.0,-0.6666666666666665,0,2
2040,0.0,0.0,4.0,0.17,0.0,0.0,4.0,0.15,0.1,0.3,3.5,0.16099999999999998,-0.13333333333333333,0.5,0,6
2041,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.12333333333333334,0.2,0.4,2.8,0.122,0.3,0.4,3.2,0.13599999999999998,0.0,-0.8666666666666667,1,0
2042,0.0,0.3333333333333333,4.0,0.11666666666666665,0.0,0.2,4.6,0.136,0.0,0.3,4.2,0.14900000000000005,-0.13333333333333333,-0.20000000000000018,0,10
2043,0.0,0.3333333333333333,3.6666666666666665,0.15000000000000002,0.0,0.2,4.4,0.15000000000000002,0.2,0.4,3.5,0.14999999999999997,-0.13333333333333333,0.16666666666666652,0,5
2044,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.14666666666666667,0.2,0.4,3.0,0.148,0.2,0.4,3.1,0.153,0.06666666666666668,-0.43333333333333357,0,1
2045,0.0,0.3333333333333333,3.3333333333333335,0.11666666666666665,0.2,0.4,2.8,0.12,0.1,0.4,3.3,0.13100000000000003,-0.033333333333333326,0.03333333333333366,0,3
2046,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.15666666666666668,0.4,0.4,3.4,0.166,0.2,0.3,3.6,0.15299999999999997,0.10000000000000003,-1.2666666666666666,1,0
2047,0.0,0.3333333333333333,3.0,0.11,0.2,0.4,2.6,0.14600000000000002,0.1,0.4,3.0,0.15999999999999998,0.0,0.0,0,4
2048,0.3333333333333333,0.3333333333333333,4.0,0.16666666666666666,0.2,0.2,3.6,0.172,0.2,0.2,3.6,0.16899999999999998,-0.06666666666666665,0.3999999999999999,0,2
2049,0.3333333333333333,0.6666666666666666,3.0,0.17666666666666667,0.4,0.6,2.6,0.172,0.4,0.5,2.8,0.175,0.16666666666666669,0.20000000000000018,1,0
2050,0.3333333333333333,0.3333333333333333,3.0,0.08333333333333333,0.4,0.4,2.8,0.148,0.2,0.2,3.6,0.142,0.16666666666666669,-0.6000000000000001,0,1
2051,0.0,0.3333333333333333,3.6666666666666665,0.12,0.0,0.2,4.0,0.132,0.1,0.2,4.2,0.137,-0.2,-0.5333333333333337,0,7
2052,0.0,0.3333333333333333,3.3333333333333335,0.15333333333333335,0.0,0.2,3.8,0.168,0.0,0.2,3.9,0.156,-0.1,-0.5666666666666664,0,14
2053,0.0,0.0,5.333333333333333,0.17,0.0,0.4,4.0,0.172,0.1,0.3,3.8,0.155,-0.1,1.5333333333333332,0,8
2054,0.0,0.0,3.3333333333333335,0.19000000000000003,0.0,0.0,4.2,0.16,0.1,0.1,4.1,0.15999999999999998,-0.1,-0.7666666666666662,0,6
2055,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.12999999999999998,0.2,0.4,3.8,0.15400000000000003,0.2,0.4,3.4,0.172,0.0,-0.7333333333333334,0,2
2056,0.0,0.3333333333333333,3.3333333333333335,0.14333333333333334,0.0,0.2,4.4,0.14600000000000002,0.1,0.4,3.5,0.14700000000000002,-0.1,-0.16666666666666652,0,6
2057,0.0,0.0,5.0,0.12,0.2,0.2,3.8,0.144,0.2,0.3,3.5,0.132,0.0,1.5,0,3
2058,0.3333333333333333,0.6666666666666666,2.3333333333333335,0.13999999999999999,0.2,0.4,3.0,0.136,0.2,0.4,3.1,0.135,-0.033333333333333326,-0.7666666666666666,1,0
2059,0.0,0.0,4.0,0.14666666666666667,0.0,0.0,3.6,0.14600000000000002,0.1,0.2,3.5,0.15799999999999997,-0.13333333333333333,0.5,0,5
2060,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.15,0.6,0.6,2.0,0.158,0.4,0.5,2.6,0.158,0.36666666666666664,-0.9333333333333333,2,0
2061,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.13,0.4,0.4,2.6,0.13999999999999999,0.4,0.4,2.7,0.13400000000000004,0.2,-0.3666666666666667,0,1
2062,0.0,0.0,4.666666666666667,0.13333333333333333,0.0,0.0,5.2,0.142,0.1,0.2,4.3,0.15899999999999997,-0.1,0.36666666666666714,0,5
2063,0.0,0.0,4.0,0.17666666666666667,0.4,0.4,2.8,0.16,0.3,0.3,3.5,0.16799999999999998,0.23333333333333336,0.5,0,3
2064,0.3333333333333333,0.3333333333333333,4.333333333333333,0.16333333333333333,0.4,0.4,3.6,0.172,0.2,0.4,3.2,0.154,0.16666666666666669,1.1333333333333329,1,0
2065,0.0,0.0,4.0,0.13333333333333333,0.4,0.4,2.8,0.16,0.2,0.2,3.5,0.15599999999999997,0.16666666666666669,0.5,0,3
2066,0.0,0.0,4.666666666666667,0.18000000000000002,0.0,0.0,4.8,0.16,0.0,0.1,4.4,0.15499999999999997,0.0,0.2666666666666666,0,30
2067,0.0,0.0,4.333333333333333,0.12666666666666668,0.2,0.2,4.0,0.126,0.2,0.3,3.5,0.146,0.033333333333333354,0.833333333333333,0,4
2068,0.3333333333333333,0.3333333333333333,3.6666666666666665,0.13333333333333333,0.2,0.2,3.4,0.158,0.1,0.2,3.9,0.152,0.13333333333333336,-0.2333333333333334,0,1
2069,0.0,0.0,4.333333333333333,0.1366666666666667,0.0,0.0,4.4,0.148,0.0,0.1,4.4,0.14100000000000001,-0.16666666666666666,-0.06666666666666732,0,12
2070,0.0,0.3333333333333333,4.666666666666667,0.11666666666666665,0.0,0.2,4.4,0.142,0.3,0.4,3.4,0.14700000000000002,-0.26666666666666666,1.266666666666667,0,6
2071,0.3333333333333333,0.3333333333333333,4.333333333333333,0.17666666666666667,0.2,0.2,4.0,0.16,0.1,0.5,3.1,0.16699999999999998,0.06666666666666668,1.233333333333333,0,1
2072,0.0,0.6666666666666666,2.3333333333333335,0.11,0.4,0.8,1.8,0.13,0.3,0.7,2.4,0.13200000000000003,0.2,-0.06666666666666643,0,3
2073,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.19000000000000003,0.4,0.4,3.4,0.19,0.3,0.4,3.3,0.16099999999999998,0.23333333333333336,0.03333333333333366,1,0
2074,0.0,0.3333333333333333,3.0,0.17,0.0,0.4,3.2,0.15799999999999997,0.1,0.3,3.9,0.14400000000000002,-0.13333333333333333,-0.8999999999999999,0,7
2075,0.3333333333333333,0.3333333333333333,3.0,0.1366666666666667,0.2,0.6,2.6,0.14999999999999997,0.3,0.6,2.4,0.135,-0.033333333333333326,0.6000000000000001,0,2
2076,0.0,0.0,4.0,0.18000000000000002,0.4,0.4,2.8,0.164,0.2,0.2,3.6,0.13899999999999998,0.23333333333333336,0.3999999999999999,0,3
2077,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.14666666666666667,0.2,0.6,3.0,0.154,0.1,0.5,3.5,0.14999999999999997,-0.033333333333333326,-0.8333333333333335,0,2
2078,0.0,0.3333333333333333,3.6666666666666665,0.11666666666666665,0.0,0.2,3.6,0.124,0.1,0.3,3.5,0.14200000000000004,-0.23333333333333334,0.16666666666666652,0,9
2079,0.3333333333333333,0.3333333333333333,4.333333333333333,0.14333333333333334,0.2,0.4,3.8,0.146,0.1,0.2,3.9,0.15399999999999997,0.1,0.4333333333333331,0,2
2080,0.0,0.0,4.0,0.15666666666666665,0.0,0.2,3.4,0.152,0.0,0.2,4.0,0.145,-0.06666666666666667,0.0,0,21
2081,0.0,0.0,4.0,0.15333333333333335,0.0,0.0,4.8,0.162,0.1,0.2,3.8,0.163,-0.16666666666666666,0.20000000000000018,0,6
2082,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.10999999999999999,0.2,0.4,3.6,0.11599999999999999,0.3,0.4,3.3,0.12000000000000002,-0.06666666666666665,0.03333333333333366,0,2
2083,0.0,0.0,4.666666666666667,0.1466666666666667,0.0,0.0,5.0,0.15,0.1,0.2,4.1,0.16599999999999998,-0.3,0.5666666666666673,0,9
2084,0.0,0.0,5.0,0.11,0.4,0.4,3.4,0.146,0.4,0.4,3.5,0.154,0.2,1.5,0,3
2085,0.0,0.0,4.333333333333333,0.16333333333333336,0.0,0.2,3.8,0.162,0.4,0.5,2.9,0.15999999999999998,-0.3,1.4333333333333331,0,5
2086,0.0,0.0,4.0,0.12,0.0,0.4,3.2,0.146,0.1,0.5,3.1,0.157,-0.13333333333333333,0.8999999999999999,0,7
2087,0.0,0.0,5.0,0.15666666666666665,0.0,0.0,4.4,0.16,0.0,0.0,5.0,0.146,-0.13333333333333333,0.0,0,17
2088,0.0,0.3333333333333333,4.666666666666667,0.1366666666666667,0.0,0.2,5.2,0.152,0.0,0.1,5.0,0.15200000000000002,-0.1,-0.33333333333333304,0,12
2089,0.0,0.0,5.666666666666667,0.12,0.0,0.2,4.4,0.122,0.0,0.3,4.0,0.13499999999999998,-0.1,1.666666666666667,0,12
2090,0.0,0.0,5.0,0.14333333333333334,0.0,0.2,4.0,0.154,0.0,0.2,3.4,0.16599999999999998,-0.13333333333333333,1.6,0,16
2091,0.0,0.3333333333333333,3.6666666666666665,0.16333333333333333,0.2,0.6,2.8,0.16599999999999998,0.1,0.3,3.4,0.13999999999999999,0.1,0.2666666666666666,0,4
2092,0.0,0.3333333333333333,4.0,0.13999999999999999,0.0,0.2,3.8,0.12999999999999998,0.2,0.4,3.1,0.151,-0.23333333333333334,0.8999999999999999,0,5
2093,0.3333333333333333,1.0,1.6666666666666667,0.10666666666666667,0.4,0.8,2.2,0.11800000000000002,0.3,0.5,2.9,0.12800000000000003,0.23333333333333336,-1.2333333333333332,0,2
2094,0.0,0.3333333333333333,3.0,0.15,0.2,0.6,2.4,0.13799999999999998,0.3,0.5,3.1,0.14200000000000002,-0.06666666666666665,-0.10000000000000009,0,3
2095,0.3333333333333333,1.0,1.6666666666666667,0.15,0.4,0.8,2.4,0.168,0.2,0.4,4.0,0.172,0.2666666666666667,-2.333333333333333,0,1
2096,0.0,0.3333333333333333,3.3333333333333335,0.17333333333333334,0.0,0.4,3.6,0.164,0.0,0.4,3.3,0.14,-0.2,0.03333333333333366,0,13
2097,0.0,0.0,5.0,0.15,0.0,0.2,4.2,0.162,0.0,0.2,4.1,0.17099999999999999,-0.03333333333333333,0.9000000000000004,0,14
2098,0.0,0.0,4.666666666666667,0.12,0.0,0.2,3.8,0.126,0.0,0.2,4.1,0.12200000000000003,-0.03333333333333333,0.5666666666666673,0,17
2099,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.17666666666666667,0.2,0.4,3.0,0.168,0.2,0.4,2.8,0.172,-0.033333333333333326,-0.1333333333333333,0,2
2100,0.0,0.0,3.3333333333333335,0.15,0.0,0.0,4.0,0.14600000000000002,0.2,0.2,3.7,0.15299999999999997,-0.16666666666666666,-0.3666666666666667,0,6
2101,0.0,0.0,4.0,0.12666666666666668,0.2,0.2,3.8,0.146,0.3,0.3,3.3,0.141,0.0,0.7000000000000002,0,4
2102,0.0,0.0,4.0,0.13333333333333333,0.2,0.2,3.2,0.14,0.1,0.3,3.5,0.136,0.1,0.5,0,3
2103,0.0,0.0,5.0,0.15333333333333332,0.0,0.0,5.0,0.15,0.2,0.3,3.8,0.154,-0.2,1.2000000000000002,0,6
2104,0.0,0.6666666666666666,3.3333333333333335,0.15666666666666668,0.0,0.4,4.2,0.158,0.1,0.4,3.8,0.142,-0.1,-0.46666666666666634,0,9
2105,0.3333333333333333,0.6666666666666666,3.0,0.1366666666666667,0.2,0.4,3.6,0.164,0.2,0.3,4.1,0.15500000000000003,0.06666666666666668,-1.0999999999999996,1,0
2106,0.0,0.6666666666666666,2.6666666666666665,0.19999999999999998,0.0,0.4,3.4,0.198,0.0,0.2,3.9,0.16799999999999998,-0.13333333333333333,-1.2333333333333334,0,11
2107,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.1366666666666667,0.4,0.4,3.0,0.14200000000000002,0.3,0.3,3.0,0.14700000000000002,0.23333333333333336,-1.3333333333333333,1,0
2108,0.3333333333333333,0.3333333333333333,3.0,0.13333333333333333,0.2,0.2,3.0,0.148,0.2,0.3,2.9,0.146,0.13333333333333336,0.10000000000000009,1,0
2109,0.0,0.0,3.3333333333333335,0.18333333333333332,0.2,0.4,2.6,0.172,0.1,0.2,3.5,0.152,0.1,-0.16666666666666652,0,4
2110,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.16333333333333336,0.4,0.4,3.0,0.15,0.2,0.4,3.1,0.15199999999999997,0.23333333333333336,-0.43333333333333357,0,2
2111,0.0,0.3333333333333333,4.666666666666667,0.16333333333333333,0.0,0.4,4.4,0.15600000000000003,0.1,0.3,4.1,0.141,-0.1,0.5666666666666673,0,7
2112,0.0,0.0,5.333333333333333,0.15333333333333332,0.0,0.2,4.4,0.13599999999999998,0.2,0.3,3.6,0.11600000000000002,-0.1,1.733333333333333,0,5
2113,0.0,0.0,4.0,0.16333333333333333,0.0,0.0,4.4,0.156,0.0,0.2,4.0,0.166,-0.06666666666666667,0.0,0,16
2114,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.1366666666666667,0.4,0.4,2.4,0.15,0.4,0.4,2.8,0.145,0.23333333333333336,-1.133333333333333,1,0
2115,0.6666666666666666,0.6666666666666666,2.0,0.15,0.4,0.4,3.4,0.154,0.2,0.2,3.7,0.14300000000000002,0.30000000000000004,-1.7000000000000002,1,0
2116,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.17,0.4,0.4,2.6,0.19,0.3,0.4,2.9,0.16899999999999998,0.16666666666666669,-1.2333333333333332,2,0
2117,0.0,0.0,3.0,0.14333333333333334,0.0,0.4,2.6,0.162,0.2,0.4,2.4,0.156,-0.06666666666666667,0.6000000000000001,0,5
2118,0.0,0.0,4.666666666666667,0.12666666666666668,0.0,0.0,4.4,0.16,0.2,0.2,3.6,0.14800000000000002,-0.23333333333333334,1.0666666666666669,0,6
2119,0.0,0.0,4.333333333333333,0.17666666666666667,0.0,0.2,4.2,0.172,0.0,0.2,4.4,0.16699999999999998,-0.13333333333333333,-0.06666666666666732,0,10
2120,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.14333333333333334,0.2,0.2,4.2,0.144,0.3,0.4,3.4,0.137,-0.06666666666666665,-0.06666666666666643,0,2
2121,0.3333333333333333,0.3333333333333333,3.6666666666666665,0.21333333333333335,0.2,0.4,3.2,0.188,0.2,0.3,3.5,0.16799999999999998,0.033333333333333354,0.16666666666666652,1,0
2122,0.3333333333333333,0.3333333333333333,3.6666666666666665,0.16333333333333336,0.6,0.6,2.6,0.142,0.3,0.4,3.1,0.15300000000000002,0.3,0.5666666666666664,0,2
2123,0.0,0.3333333333333333,3.6666666666666665,0.11666666666666665,0.0,0.4,3.8,0.142,0.1,0.3,3.5,0.136,-0.13333333333333333,0.16666666666666652,0,6
2124,0.3333333333333333,1.0,1.6666666666666667,0.17666666666666667,0.2,0.6,2.6,0.164,0.1,0.4,3.0,0.17200000000000001,0.1,-1.3333333333333333,0,2
2125,0.3333333333333333,0.3333333333333333,3.0,0.16333333333333336,0.2,0.4,2.8,0.17,0.2,0.4,3.1,0.16699999999999998,-0.033333333333333326,-0.10000000000000009,1,0
2126,0.3333333333333333,0.3333333333333333,3.6666666666666665,0.12999999999999998,0.2,0.4,3.8,0.14,0.2,0.3,3.9,0.146,-0.033333333333333326,-0.2333333333333334,0,1
2127,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.14333333333333334,0.2,0.4,2.8,0.148,0.1,0.3,3.4,0.164,-0.09999999999999998,-0.7333333333333334,0,1
2128,0.0,0.0,4.333333333333333,0.12666666666666668,0.0,0.0,4.4,0.13,0.1,0.2,4.0,0.154,-0.03333333333333333,0.33333333333333304,0,9
2129,0.3333333333333333,0.6666666666666666,2.3333333333333335,0.11333333333333333,0.2,0.4,3.0,0.126,0.3,0.6,2.7,0.14700000000000002,0.0,-0.3666666666666667,1,0
2130,0.3333333333333333,0.3333333333333333,3.0,0.1366666666666667,0.2,0.2,3.6,0.14999999999999997,0.3,0.4,3.4,0.139,0.033333333333333354,-0.3999999999999999,0,2
2131,0.6666666666666666,0.6666666666666666,2.0,0.10999999999999999,0.6,0.6,2.6,0.146,0.6,0.6,2.7,0.13800000000000004,0.26666666666666666,-0.7000000000000002,1,0
2132,0.3333333333333333,0.3333333333333333,3.0,0.16666666666666666,0.2,0.2,3.4,0.152,0.1,0.1,4.2,0.15999999999999998,0.0,-1.2000000000000002,1,0
2133,0.0,0.3333333333333333,3.3333333333333335,0.15,0.0,0.2,4.0,0.152,0.0,0.1,4.4,0.13999999999999999,-0.13333333333333333,-1.0666666666666669,0,11
2134,0.0,0.0,4.0,0.16666666666666666,0.0,0.2,3.8,0.154,0.0,0.1,4.1,0.14999999999999997,-0.03333333333333333,-0.09999999999999964,0,17
2135,0.0,0.6666666666666666,3.0,0.18000000000000002,0.0,0.6,2.8,0.176,0.1,0.6,2.8,0.15399999999999997,-0.1,0.20000000000000018,0,9
2136,0.0,0.0,3.3333333333333335,0.12,0.0,0.2,3.6,0.11200000000000002,0.0,0.3,3.7,0.133,-0.1,-0.3666666666666667,0,17
2137,0.0,0.0,4.0,0.15333333333333332,0.0,0.0,4.4,0.16,0.0,0.1,4.2,0.16799999999999998,-0.13333333333333333,-0.20000000000000018,0,10
2138,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.17,0.4,0.4,3.0,0.154,0.2,0.5,3.1,0.15799999999999997,0.2,-0.7666666666666666,1,0
2139,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.16000000000000003,0.4,0.4,3.2,0.15600000000000003,0.3,0.5,3.0,0.145,0.16666666666666669,0.3333333333333335,0,1
2140,0.0,0.3333333333333333,4.0,0.15666666666666668,0.4,0.6,2.8,0.166,0.3,0.5,3.1,0.14599999999999996,0.2,0.8999999999999999,0,3
2141,0.0,0.0,4.666666666666667,0.17666666666666667,0.0,0.2,3.8,0.14200000000000002,0.1,0.3,3.8,0.15999999999999998,-0.13333333333333333,0.8666666666666671,0,5
2142,0.0,0.3333333333333333,3.6666666666666665,0.15,0.0,0.4,3.8,0.132,0.1,0.4,3.7,0.144,-0.06666666666666667,-0.03333333333333366,0,7
2143,0.3333333333333333,0.3333333333333333,4.0,0.16333333333333333,0.2,0.4,4.0,0.148,0.2,0.3,3.8,0.15,0.0,0.20000000000000018,0,2
2144,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.13,0.2,0.4,3.0,0.152,0.2,0.4,3.2,0.15300000000000002,0.033333333333333354,-0.5333333333333337,0,2
2145,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.14666666666666667,0.4,0.8,2.4,0.12799999999999997,0.3,0.5,2.8,0.134,0.10000000000000003,-0.1333333333333333,2,0
2146,0.0,0.0,5.0,0.16666666666666666,0.2,0.2,4.0,0.156,0.2,0.2,3.7,0.146,-0.033333333333333326,1.2999999999999998,0,4
2147,0.3333333333333333,0.3333333333333333,3.0,0.16666666666666666,0.2,0.2,3.2,0.16999999999999998,0.3,0.4,2.8,0.173,0.0,0.20000000000000018,1,0
2148,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.09333333333333334,0.4,0.4,3.2,0.10200000000000001,0.2,0.2,3.6,0.123,0.23333333333333336,-0.9333333333333336,0,1
2149,0.3333333333333333,0.6666666666666666,2.0,0.17,0.2,0.4,3.4,0.162,0.2,0.3,3.7,0.16099999999999998,0.033333333333333354,-1.7000000000000002,1,0
2150,0.0,0.3333333333333333,3.3333333333333335,0.10333333333333333,0.2,0.4,2.8,0.126,0.2,0.3,3.5,0.13000000000000003,-0.033333333333333326,-0.16666666666666652,0,3
2151,0.0,0.0,4.0,0.16,0.0,0.0,4.0,0.144,0.2,0.3,3.6,0.152,-0.16666666666666666,0.3999999999999999,0,5
2152,0.3333333333333333,0.3333333333333333,3.6666666666666665,0.17333333333333334,0.2,0.6,3.0,0.17200000000000001,0.3,0.6,2.7,0.16699999999999998,-0.033333333333333326,0.9666666666666663,0,2
2153,0.3333333333333333,0.6666666666666666,3.0,0.14,0.4,0.6,2.6,0.138,0.4,0.5,2.9,0.15699999999999997,0.23333333333333336,0.10000000000000009,1,0
2154,0.0,0.6666666666666666,2.3333333333333335,0.1466666666666667,0.0,0.6,2.8,0.176,0.0,0.3,3.4,0.16099999999999998,-0.1,-1.0666666666666664,0,10
